datetime,date,symbol,yahoo_symbol,timeframe,er_5b,er_20b,dd_20b,p_up_20b
2026-02-05T11:45:00+09:00,2026-02-05,005930,005930.KS,15m,-0.003121098626716612,-0.024968789013732784,0.0018726591760299626,0.0
2026-02-05T12:00:00+09:00,2026-02-05,005930,005930.KS,15m,-0.000625390869293363,-0.010631644777986282,0.0006253908692933083,0.0
2026-02-05T12:15:00+09:00,2026-02-05,005930,005930.KS,15m,0.0084480600750938,-0.006883604505632079,0.0,0.0
2026-02-05T12:30:00+09:00,2026-02-05,005930,005930.KS,15m,0.008760951188986343,-0.001877346683354153,0.007509386733416771,0.0
2026-02-05T12:45:00+09:00,2026-02-05,005930,005930.KS,15m,0.011034047919293855,-0.005674653215636871,0.0,0.0
2026-02-05T13:00:00+09:00,2026-02-05,005930,005930.KS,15m,0.003130870381966133,-0.015028177833437684,0.0068879148403256105,0.0
2026-02-05T13:15:00+09:00,2026-02-05,005930,005930.KS,15m,0.0025031289111390187,-0.01251564455569465,0.007509386733416771,0.0
2026-02-05T13:30:00+09:00,2026-02-05,005930,005930.KS,15m,-0.011479987589202656,-0.025752404591995015,0.015823766677008997,0.0
2026-02-05T13:45:00+09:00,2026-02-05,005930,005930.KS,15m,-0.056451612903225756,-0.018610421836228297,0.016129032258064516,0.0
2026-02-05T14:00:00+09:00,2026-02-05,005930,005930.KS,15m,-0.047084502650452165,-0.01714998440910509,0.01091362644215778,0.0
2026-02-05T14:15:00+09:00,2026-02-05,005930,005930.KS,15m,-0.038701622971285876,-0.01810237203495635,0.009987515605493134,0.0
2026-02-05T14:30:00+09:00,2026-02-05,005930,005930.KS,15m,-0.030586766541822685,-0.027465667915106073,0.009987515605493134,0.0
2026-02-05T14:45:00+09:00,2026-02-05,005930,005930.KS,15m,-0.032015065913371,-0.021971123666038928,0.04519774011299435,0.0
2026-02-06T09:00:00+09:00,2026-02-06,005930,005930.KS,15m,0.009861932938856066,0.023668639053254337,0.0,1.0
2026-02-06T09:15:00+09:00,2026-02-06,005930,005930.KS,15m,0.011125654450261813,0.023560209424083878,0.004581151832460733,1.0
2026-02-06T09:30:00+09:00,2026-02-06,005930,005930.KS,15m,0.014285714285714235,0.025324675324675416,0.012337662337662338,1.0
2026-02-06T09:45:00+09:00,2026-02-06,005930,005930.KS,15m,0.018673535093367777,0.025112685125563416,0.0206052801030264,1.0
